txn_id,client_id,advisor_id,security_id,txn_date,txn_type,shares,price,amount
9661,82,7,385.0,2024-12-21,Buy,50.121,162.9,8164.71
9662,82,7,270.0,2020-11-14,Sell,232.6882,450.71,104874.9
9663,82,7,,2021-09-12,Deposit,,,40515.05
9664,82,7,133.0,2024-05-08,Buy,338.5123,49.16,16641.26
9665,82,7,188.0,2020-12-28,Buy,307.5613,290.05,89208.16
9666,82,7,84.0,2021-10-26,Buy,270.3273,284.13,76808.1
9667,82,7,270.0,2023-11-09,Dividend,395.2852,406.78,160794.11
9668,82,7,220.0,2020-06-07,Buy,433.2418,391.52,169622.83
9669,82,7,155.0,2024-07-28,Sell,399.2098,444.7,177528.6
9670,82,7,489.0,2023-11-18,Dividend,163.4845,314.41,51401.16
9671,82,7,3.0,2024-01-31,Sell,309.1895,343.02,106058.18
9672,82,7,220.0,2021-08-06,Sell,419.9825,292.87,123000.27
9673,82,7,,2023-06-06,Advisory Fee,,,606.71
9674,82,7,88.0,2024-03-04,Buy,194.5129,423.72,82419.01
9675,82,7,141.0,2022-04-25,Dividend,483.2268,329.15,159054.1
9676,82,7,129.0,2023-07-09,Buy,460.3466,366.12,168542.1
9677,82,7,489.0,2022-10-05,Buy,473.3254,259.08,122629.14
9678,82,7,84.0,2020-11-19,Sell,381.5894,373.28,142439.69
9679,82,7,196.0,2020-03-14,Buy,425.2902,273.85,116465.72
9680,82,7,129.0,2020-05-30,Sell,277.885,439.86,122230.5
9681,82,7,413.0,2022-03-23,Buy,138.0963,267.35,36920.05
9682,82,7,258.0,2022-08-28,Dividend,272.7096,370.5,101038.91
9683,82,7,,2020-02-04,Withdrawal,,,41033.7
9684,82,7,133.0,2021-03-10,Sell,138.1692,219.64,30347.48
9685,82,7,88.0,2021-04-10,Sell,262.1461,140.64,36868.23
9686,82,7,3.0,2024-10-25,Dividend,164.909,445.1,73401.0
9687,82,7,52.0,2024-01-05,Dividend,124.2129,58.81,7304.96
9688,82,7,52.0,2022-09-01,Dividend,181.8625,68.52,12461.22
9689,82,7,84.0,2023-12-27,Buy,218.0406,259.3,56537.93
9690,82,7,155.0,2020-01-13,Dividend,340.9357,488.59,166577.77
9691,82,7,239.0,2023-10-18,Dividend,156.7779,359.54,56367.93
9692,82,7,52.0,2022-05-09,Sell,348.934,295.79,103211.19
9693,82,7,270.0,2024-03-07,Buy,431.7706,62.85,27136.78
9694,82,7,258.0,2022-02-27,Buy,204.5031,225.87,46191.12
9695,82,7,129.0,2023-12-30,Buy,407.0861,211.11,85939.95
9696,83,8,,2024-03-31,Advisory Fee,,,156.26
9697,83,8,,2021-07-19,Deposit,,,78588.12
9698,83,8,262.0,2024-07-03,Dividend,425.7359,153.25,65244.03
9699,83,8,,2020-11-21,Deposit,,,32891.94
9700,83,8,262.0,2024-12-15,Dividend,495.533,339.25,168109.57
9701,83,8,184.0,2021-02-06,Sell,209.6991,276.41,57962.93
9702,83,8,131.0,2024-10-13,Buy,179.563,373.7,67102.69
9703,83,8,,2021-08-22,Withdrawal,,,18982.35
9704,83,8,,2023-06-17,Withdrawal,,,71108.06
9705,83,8,398.0,2021-06-22,Buy,490.2751,318.96,156378.15
9706,83,8,,2023-08-27,Advisory Fee,,,89.95
9707,83,8,,2022-12-24,Deposit,,,76178.29
9708,83,8,,2020-11-26,Deposit,,,60985.85
9709,83,8,131.0,2021-08-18,Dividend,468.2203,292.33,136874.84
9710,83,8,,2023-12-19,Advisory Fee,,,138.71
9711,83,8,131.0,2022-10-26,Sell,267.9467,437.38,117194.53
9712,83,8,,2022-03-19,Advisory Fee,,,85.71
9713,83,8,243.0,2022-03-23,Sell,333.9421,296.26,98933.69
9714,83,8,,2022-12-30,Advisory Fee,,,142.91
9715,83,8,125.0,2024-11-29,Dividend,99.8874,328.28,32791.04
9716,83,8,262.0,2020-06-10,Dividend,407.7859,177.09,72214.81
9717,83,8,136.0,2023-05-27,Dividend,13.6518,496.78,6781.94
9718,83,8,,2023-12-04,Deposit,,,54627.32
9719,83,8,131.0,2024-12-11,Buy,463.3511,205.37,95158.42
9720,83,8,,2023-12-27,Deposit,,,73928.7
9721,83,8,456.0,2021-02-12,Dividend,145.9451,237.56,34670.72
9722,83,8,136.0,2023-07-17,Sell,219.8326,232.38,51084.7
9723,83,8,184.0,2023-10-17,Sell,389.0135,183.65,71442.33
9724,83,8,,2022-05-04,Advisory Fee,,,170.4
9725,83,8,262.0,2024-11-09,Buy,333.9042,154.45,51571.5
9726,83,8,,2022-03-18,Advisory Fee,,,70.09
9727,83,8,,2021-04-01,Withdrawal,,,54958.79
9728,83,8,131.0,2023-11-01,Dividend,159.4885,365.49,58291.45
9729,83,8,63.0,2023-05-31,Sell,154.8817,238.96,37010.53
9730,83,8,,2020-06-09,Deposit,,,96190.36
9731,83,8,136.0,2021-12-11,Buy,88.5549,426.78,37793.46
9732,83,8,,2022-09-30,Deposit,,,36777.96
9733,83,8,,2024-11-22,Advisory Fee,,,127.92
9734,83,8,125.0,2024-03-30,Buy,477.9625,54.21,25910.35
9735,83,8,456.0,2024-11-02,Sell,392.7129,92.67,36392.7
9736,83,8,456.0,2022-11-07,Dividend,90.6393,414.82,37598.99
9737,83,8,243.0,2024-07-22,Buy,224.4866,257.7,57850.2
9738,83,8,456.0,2020-03-12,Buy,-234.1195,172.36,40352.84
9739,83,8,353.0,2023-10-13,Dividend,312.2789,63.39,19795.36
9740,83,8,184.0,2024-05-22,Buy,159.2956,256.15,40803.57
9741,83,8,131.0,2023-04-18,Buy,1.6503,425.19,701.69
9742,83,8,,2024-10-26,Deposit,,,12572.09
9743,83,8,456.0,2020-11-27,Sell,282.0467,249.54,70381.93
9744,83,8,184.0,2023-11-19,Buy,312.411,322.21,100661.95
9745,83,8,184.0,2021-01-02,Buy,55.2347,474.94,26233.17
9746,83,8,131.0,2023-07-19,Buy,-220.0823,363.3,79955.9
9747,83,8,,2022-12-22,Withdrawal,,,42695.69
9748,83,8,243.0,2021-11-17,Buy,335.0618,101.51,34012.12
9749,83,8,63.0,2020-01-15,Sell,146.5189,15.03,2202.18
9750,83,8,456.0,2022-07-27,Buy,238.594,141.81,33835.02
9751,83,8,456.0,2021-05-12,Sell,243.8912,177.88,43383.37
9752,83,8,,2022-02-28,Withdrawal,,,91091.33
9753,83,8,243.0,2023-09-28,Buy,37.116,176.44,6548.75
9754,83,8,63.0,2020-08-25,Sell,65.8405,19.79,1302.98
9755,83,8,136.0,2022-07-15,Dividend,321.988,349.52,112541.25
9756,83,8,353.0,2022-11-21,Dividend,276.2007,23.37,6454.81
9757,83,8,,2022-07-31,Advisory Fee,,,135.64
9758,83,8,353.0,2023-02-01,Dividend,498.4208,448.9,223741.1
9759,83,8,,2021-02-19,Advisory Fee,,,146.83
9760,83,8,,2023-06-08,Advisory Fee,,,61.94
9761,83,8,456.0,2024-08-08,Buy,138.0068,116.18,16033.63
9762,83,8,125.0,2021-05-27,Sell,234.7853,399.13,93709.86
9763,83,8,243.0,2024-07-05,Buy,459.4456,36.95,16976.51
9764,83,8,353.0,2023-09-14,Buy,204.854,397.97,81525.75
9765,83,8,,2023-09-27,Deposit,,,18360.96
9766,83,8,,2023-08-26,Deposit,,,50544.09
9767,83,8,456.0,2022-11-10,Sell,294.4116,229.02,67426.14
9768,83,8,184.0,2023-10-10,Sell,456.3247,60.41,27566.58
9769,83,8,262.0,2022-05-24,Buy,472.4832,233.52,110334.28
9770,83,8,243.0,2024-06-01,Buy,49.0302,371.89,18233.84
9771,83,8,63.0,2024-03-24,Buy,115.823,125.1,14489.46
9772,83,8,353.0,2020-08-19,Dividend,153.8255,404.17,62171.65
9773,83,8,243.0,2020-07-10,Sell,224.3193,108.39,24313.97
9774,83,8,,2024-07-13,Deposit,,,32769.33
9775,83,8,398.0,2021-08-22,Buy,484.6947,486.89,235993.0
9776,83,8,,2021-12-20,Deposit,,,24836.38
9777,83,8,63.0,2020-03-29,Buy,28.5632,473.91,13536.39
9778,83,8,243.0,2023-12-01,Dividend,158.5204,196.65,31173.04
9779,83,8,,2024-03-30,Deposit,,,32616.42
9780,83,8,,2021-01-20,Advisory Fee,,,80.84
9781,83,8,,2023-05-20,Withdrawal,,,84408.68
9782,83,8,131.0,2023-09-28,Sell,190.9664,215.36,41126.52
9783,83,8,398.0,2024-05-29,Dividend,326.4502,250.77,81863.92
9784,83,8,262.0,2023-05-20,Sell,319.622,167.55,53552.67
9785,83,8,63.0,2024-05-30,Dividend,122.2627,10.79,1319.21
9786,83,8,63.0,2020-09-22,Buy,135.8775,435.04,59112.15
9787,83,8,,2021-10-29,Advisory Fee,,,76.63
9788,83,8,,2023-03-19,Advisory Fee,,,74.06
9789,83,8,456.0,2024-09-18,Sell,496.7511,253.15,125752.54
9790,83,8,184.0,2024-04-20,Buy,425.7946,82.12,34966.25
9791,83,8,131.0,2022-07-24,Buy,10.7476,190.19,2044.09
9792,83,8,353.0,2022-07-24,Dividend,437.223,496.54,217098.71
9793,83,8,,2020-07-10,Advisory Fee,,,71.35
9794,83,8,125.0,2023-11-12,Sell,175.6818,256.44,45051.84
9795,83,8,,2021-04-16,Withdrawal,,,62917.99
9796,84,5,327.0,2022-10-01,Buy,97.5817,149.14,14553.33
9797,84,5,40.0,2023-10-01,Sell,233.3713,140.47,32781.67
9798,84,5,393.0,2023-03-23,Sell,126.7069,152.81,19362.08
9799,84,5,370.0,2022-10-09,Dividend,468.8987,423.19,198433.24
9800,84,5,393.0,2024-02-25,Buy,220.0314,242.71,53403.82
9801,84,5,166.0,2024-09-10,Dividend,281.3573,157.69,44367.23
9802,84,5,322.0,2022-01-31,Dividend,428.8896,140.87,60417.68
9803,84,5,,2022-01-26,Advisory Fee,,,45778.46
9804,84,5,322.0,2022-10-03,Sell,116.0082,79.95,9274.86
9805,84,5,,2023-10-14,Deposit,,,37871.68
9806,84,5,194.0,2023-11-14,Buy,374.2725,176.04,65886.93
9807,84,5,62.0,2024-12-09,Dividend,1.6312,310.43,506.37
9808,84,5,327.0,2024-07-22,Dividend,39.4762,25.41,1003.09
9809,84,5,,2024-10-30,Withdrawal,,,90310.16
9810,84,5,40.0,2023-12-24,Sell,445.7724,304.97,135947.21
9811,84,5,166.0,2022-12-07,Sell,324.7169,41.65,13524.46
9812,84,5,,2022-11-15,Advisory Fee,,,48742.35
9813,84,5,,2023-06-02,Advisory Fee,,,64612.33
9814,84,5,358.0,2024-09-15,Buy,56.7829,20.41,1158.94
9815,84,5,355.0,2023-12-31,Sell,461.9779,74.09,34227.94
9816,84,5,313.0,2024-08-12,Buy,87.3602,188.77,16490.98
9817,84,5,,2022-12-20,Withdrawal,,,69860.13
9818,84,5,,2022-05-20,Deposit,,,93089.22
9819,84,5,,2024-11-21,Deposit,,,92286.0
9820,84,5,393.0,2023-05-22,Buy,437.217,143.27,62640.08
9821,84,5,355.0,2023-10-08,Sell,286.7537,357.82,102606.21
9822,84,5,40.0,2024-06-29,Sell,168.9899,36.15,6108.98
9823,84,5,,2024-03-30,Deposit,,,91108.13
9824,84,5,,2022-06-16,Withdrawal,,,51014.54
9825,84,5,313.0,2023-12-10,Buy,17.5196,368.42,6454.57
9826,84,5,425.0,2024-10-12,Buy,445.3401,74.02,32964.07
9827,84,5,,2022-11-23,Advisory Fee,,,108417.47
9828,84,5,88.0,2022-09-28,Buy,225.1334,464.58,104592.47
9829,84,5,,2024-04-26,Advisory Fee,,,91382.43
9830,84,5,166.0,2024-07-01,Buy,235.8962,212.46,50118.51
9831,84,5,63.0,2024-12-24,Dividend,406.618,359.28,146089.72
9832,84,5,355.0,2022-05-19,Sell,215.8173,444.05,95833.67
9833,84,5,313.0,2023-03-17,Dividend,409.0857,399.29,163343.83
9834,84,5,88.0,2024-10-23,Sell,459.4169,77.83,35756.42
9835,84,5,40.0,2024-03-19,Sell,330.4444,128.44,42442.28
9836,84,5,,2022-10-16,Withdrawal,,,62025.64
9837,84,5,355.0,2023-10-06,Buy,428.787,218.84,93835.75
9838,84,5,,2024-10-05,Advisory Fee,,,84902.31
9839,84,5,,2022-09-03,Deposit,,,93593.69
9840,84,5,,2023-11-09,Deposit,,,20421.5
9841,84,5,,2023-01-10,Withdrawal,,,65766.79
9842,84,5,393.0,2023-11-26,Buy,67.6125,220.61,14915.99
9843,84,5,,2024-02-24,Deposit,,,67231.64
9844,84,5,322.0,2023-09-23,Sell,118.0825,255.25,30140.56
9845,84,5,136.0,2022-03-21,Dividend,153.9663,353.71,54459.42
9846,84,5,,2024-06-12,Withdrawal,,,48976.52
9847,84,5,393.0,2024-02-17,Buy,163.6799,332.57,54435.02
9848,84,5,,2023-09-28,Withdrawal,,,82756.33
9849,84,5,,2023-04-27,Deposit,,,1560.37
9850,84,5,,2023-07-19,Advisory Fee,,,78601.26
9851,84,5,,2022-12-25,Withdrawal,,,15407.35
9852,84,5,370.0,2023-07-20,Dividend,260.5661,494.21,128774.37
9853,84,5,194.0,2022-09-18,Sell,24.9454,323.55,8071.08
9854,84,5,,2024-01-13,Advisory Fee,,,72463.64
9855,84,5,,2023-01-11,Deposit,,,43280.15
9856,84,5,194.0,2024-01-07,Buy,396.8731,261.55,103802.16
9857,84,5,,2024-05-27,Withdrawal,,,80370.03
9858,84,5,425.0,2022-04-09,Buy,237.6997,252.31,59974.01
9859,84,5,,2023-06-18,Advisory Fee,,,68382.02
9860,84,5,136.0,2022-12-20,Sell,452.8462,148.58,67283.89
9861,84,5,,2024-06-24,Deposit,,,95769.37
9862,84,5,63.0,2024-12-21,Sell,304.8824,322.03,98181.28
9863,84,5,445.0,2024-01-19,Dividend,461.637,233.98,108013.83
9864,84,5,,2023-06-30,Advisory Fee,,,49861.79
9865,84,5,,2024-11-12,Withdrawal,,,34294.8
9866,84,5,,2022-09-05,Deposit,,,76625.82
9867,84,5,63.0,2024-12-26,Buy,130.672,473.81,61913.7
9868,84,5,425.0,2023-12-23,Sell,14.5224,90.99,1321.39
9869,84,5,63.0,2022-05-07,Dividend,332.2647,422.19,140278.83
9870,84,5,,2024-01-29,Advisory Fee,,,40261.72
9871,84,5,,2023-06-06,Advisory Fee,,,70590.4
9872,84,5,393.0,2024-11-15,Sell,123.0479,100.15,12323.25
9873,84,5,40.0,2022-05-02,Sell,347.702,112.05,38960.01
9874,84,5,425.0,2024-10-07,Buy,137.4619,51.27,7047.67
9875,84,5,393.0,2023-12-06,Sell,270.6748,301.77,81681.53
9876,84,5,,2022-08-17,Deposit,,,91093.75
9877,84,5,,2023-12-29,Deposit,,,30688.52
9878,84,5,393.0,2023-12-12,Buy,69.6167,383.27,26681.99
9879,84,5,322.0,2022-01-24,Dividend,80.006,300.67,24055.4
9880,84,5,445.0,2023-07-21,Buy,483.849,442.23,213972.54
9881,84,5,322.0,2022-09-13,Sell,240.0558,406.96,97693.11
9882,84,5,358.0,2023-10-11,Buy,488.4855,389.87,190445.84
9883,84,5,,2022-06-30,Withdrawal,,,50637.63
9884,84,5,40.0,2022-08-21,Dividend,450.7998,335.28,151144.16
9885,84,5,355.0,2024-02-25,Sell,90.834,307.22,27906.02
9886,84,5,425.0,2023-01-02,Buy,482.7434,467.99,225919.08
9887,84,5,,2022-02-05,Advisory Fee,,,67755.54
9888,84,5,327.0,2024-09-19,Buy,479.503,215.26,103217.82
9889,84,5,40.0,2023-04-06,Buy,21.3523,430.91,9200.92
9890,84,5,88.0,2023-10-15,Dividend,395.5443,360.09,142431.55
9891,84,5,136.0,2023-01-22,Dividend,462.0427,194.22,89737.93
9892,84,5,,2024-11-11,Advisory Fee,,,102286.29
9893,84,5,62.0,2023-01-14,Buy,72.2755,315.79,22823.88
9894,84,5,,2024-04-23,Deposit,,,13134.98
9895,84,5,,2024-03-13,Deposit,,,34748.29
9896,84,5,,2022-09-19,Advisory Fee,,,78619.3
9897,84,5,355.0,2024-04-22,Sell,476.8793,383.92,183083.5
9898,84,5,,2024-11-20,Withdrawal,,,35766.06
9899,84,5,358.0,2024-10-16,Sell,499.8617,293.07,146494.47
9900,84,5,,2024-01-25,Deposit,,,70476.66
9901,84,5,,2023-03-19,Deposit,,,81021.16
9902,84,5,313.0,2022-08-20,Buy,89.1733,342.68,30557.91
9903,84,5,,2023-05-29,Withdrawal,,,91302.15
9904,84,5,,2022-12-24,Advisory Fee,,,78443.22
9905,84,5,,2024-01-12,Advisory Fee,,,69956.29
9906,84,5,,2023-01-12,Withdrawal,,,97277.1
9907,84,5,166.0,2022-05-29,Sell,82.8145,415.23,34387.06
9908,84,5,355.0,2023-11-22,Buy,417.1197,296.97,123872.04
9909,84,5,,2022-07-08,Deposit,,,63342.28
9910,84,5,,2023-10-22,Advisory Fee,,,51092.5
9911,84,5,327.0,2022-03-20,Dividend,498.6812,65.83,32828.18
9912,84,5,,2022-06-20,Deposit,,,74920.26
9913,84,5,,2022-06-08,Advisory Fee,,,95113.26
9914,84,5,313.0,2022-11-05,Buy,178.1632,112.79,20095.03
9915,84,5,313.0,2023-06-29,Buy,9.8882,186.41,1843.26
9916,84,5,445.0,2022-12-01,Dividend,135.6545,307.66,41735.46
9917,84,5,,2024-05-21,Advisory Fee,,,69815.6
9918,84,5,370.0,2023-01-11,Buy,27.004,169.73,4583.39
9919,84,5,63.0,2022-02-26,Buy,340.7945,138.45,47183.0
9920,84,5,425.0,2022-10-10,Buy,191.4857,294.88,56465.3
9921,84,5,358.0,2023-02-09,Buy,399.5732,223.76,89408.5
9922,84,5,63.0,2023-02-21,Dividend,38.2608,34.29,1311.96
9923,84,5,,2024-02-07,Advisory Fee,,,48271.75
9924,84,5,88.0,2024-12-16,Sell,20.3887,285.71,5825.26
9925,84,5,445.0,2022-03-08,Sell,228.6953,46.1,10542.85
9926,84,5,,2024-12-11,Withdrawal,,,8748.92
9927,84,5,425.0,2022-03-02,Buy,153.3952,420.28,64468.93
9928,84,5,166.0,2023-04-08,Buy,498.6265,492.99,245817.88
9929,84,5,88.0,2023-06-11,Dividend,494.4607,113.3,56022.4
9930,84,5,,2022-04-11,Withdrawal,,,67426.89
9931,84,5,327.0,2023-04-16,Buy,488.8489,486.92,238030.31
9932,84,5,393.0,2022-12-20,Buy,236.1521,410.58,96959.33
9933,84,5,166.0,2024-10-24,Sell,140.9013,319.62,45034.87
9934,84,5,,2024-05-22,Advisory Fee,,,99754.8
9935,84,5,40.0,2023-09-19,Sell,18.1477,128.83,2337.97
9936,84,5,62.0,2024-05-29,Dividend,364.7132,314.9,114848.19
9937,84,5,136.0,2024-05-29,Dividend,221.0201,403.55,89192.66
9938,84,5,63.0,2022-05-21,Dividend,402.8935,457.65,184384.21
9939,84,5,,2022-07-12,Advisory Fee,,,53632.95
9940,84,5,136.0,2023-09-05,Sell,59.704,277.76,16583.38
9941,84,5,88.0,2022-10-16,Sell,287.4473,87.58,25174.63
9942,84,5,,2024-01-03,Deposit,,,21773.42
9943,84,5,40.0,2022-05-02,Buy,75.1287,442.02,33208.39
9944,84,5,313.0,2023-12-04,Dividend,156.0456,267.27,41706.31
9945,84,5,,2023-06-18,Withdrawal,,,16031.06
9946,84,5,194.0,2024-03-18,Dividend,289.341,434.32,125666.58
9947,84,5,,2024-05-14,Deposit,,,87681.88
9948,84,5,,2024-07-15,Deposit,,,97574.97
9949,84,5,,2023-01-05,Advisory Fee,,,93745.43
9950,84,5,445.0,2023-05-06,Buy,307.0686,422.72,129804.04
9951,84,5,322.0,2023-04-02,Buy,340.0182,115.61,39309.5
9952,84,5,327.0,2024-09-21,Dividend,163.0866,289.36,47190.74
9953,84,5,,2022-07-22,Deposit,,,16809.29
9954,84,5,136.0,2022-07-01,Buy,18.6824,269.64,5037.52
9955,85,10,,2024-11-21,Withdrawal,,,68133.94
9956,85,10,87.0,2023-03-31,Dividend,248.9231,246.3,61309.76
9957,85,10,30.0,2023-04-13,Dividend,261.8088,302.47,79189.31
9958,85,10,336.0,2023-02-28,Dividend,482.1887,386.44,186337.0
9959,85,10,,2021-10-27,Deposit,,,55681.89
9960,85,10,197.0,2021-06-24,Buy,185.1812,286.7,53091.45
9961,85,10,78.0,2022-02-04,Sell,301.4687,306.59,92427.29
9962,85,10,18.0,2023-06-23,Dividend,125.5926,196.52,24681.46
9963,85,10,267.0,2021-03-29,Buy,385.9468,414.63,160025.12
9964,85,10,267.0,2020-01-08,Sell,327.3241,371.7,121666.37
9965,85,10,122.0,2021-04-13,Dividend,47.4834,27.12,1287.75
9966,85,10,329.0,2021-11-06,Buy,293.2473,441.63,129506.81
9967,85,10,197.0,2024-01-21,Sell,198.7604,461.24,91676.25
9968,85,10,401.0,2021-09-13,Buy,331.579,265.35,87984.49
9969,85,10,401.0,2021-08-30,Sell,283.2329,478.03,135393.82
9970,85,10,,2020-08-18,Withdrawal,,,20523.19
9971,85,10,92.0,2022-01-14,Buy,147.8555,292.68,43274.35
9972,85,10,,2023-07-12,Withdrawal,,,30553.84
9973,85,10,393.0,2022-02-21,Dividend,222.9755,114.31,25488.33
9974,85,10,69.0,2022-07-01,Buy,334.6271,281.32,94137.3
9975,85,10,87.0,2022-06-08,Buy,437.8123,35.0,15323.43
9976,85,10,306.0,2022-09-11,Sell,240.1148,42.29,10154.45
9977,85,10,481.0,2024-01-04,Dividend,276.993,47.31,13104.54
9978,85,10,122.0,2021-07-23,Dividend,374.5699,247.37,92657.36
9979,85,10,273.0,2023-12-20,Buy,269.5559,357.53,96374.32
9980,85,10,,2021-02-27,Advisory Fee,,,272.99
9981,85,10,197.0,2020-09-06,Buy,133.9977,268.12,35927.46
9982,85,10,306.0,2022-01-18,Buy,361.6469,267.4,96704.38
9983,85,10,221.0,2024-12-05,Buy,119.5831,359.17,42950.66
9984,85,10,112.0,2022-11-18,Buy,23.6749,121.48,2876.03
9985,85,10,336.0,2023-01-01,Sell,129.2784,213.26,27569.91
9986,85,10,,2021-04-24,Advisory Fee,,,135.94
9987,85,10,273.0,2024-02-12,Buy,378.5325,273.51,103532.42
9988,85,10,78.0,2020-03-05,Sell,69.0154,344.0,23741.3
9989,85,10,306.0,2022-08-06,Sell,480.7411,428.34,205920.64
9990,85,10,273.0,2023-06-21,Dividend,322.6546,482.96,155829.27
9991,85,10,69.0,2024-02-15,Dividend,179.5461,52.01,9338.19
9992,85,10,329.0,2021-12-31,Sell,161.2474,126.58,20410.7
9993,85,10,,2021-11-19,Advisory Fee,,,227.28
9994,85,10,117.0,2023-04-21,Buy,358.8917,73.47,26367.77
9995,85,10,481.0,2024-02-05,Buy,414.0874,351.6,145593.13
9996,85,10,306.0,2020-09-16,Dividend,27.4606,451.96,12411.09
9997,85,10,329.0,2024-10-18,Buy,111.8264,363.27,40623.18
9998,85,10,197.0,2024-06-12,Buy,478.5657,305.74,146316.68
9999,85,10,273.0,2022-10-24,Sell,365.6806,24.91,9109.1
10000,85,10,87.0,2020-12-01,Sell,449.5568,245.46,110348.21
10001,85,10,,2023-06-06,Deposit,,,72750.26
10002,85,10,117.0,2020-09-30,Sell,240.2711,139.75,33577.89
10003,85,10,267.0,2022-10-27,Sell,492.3276,89.9,44260.25
10004,85,10,221.0,2021-11-14,Dividend,381.3271,425.11,162105.96
10005,85,10,,2021-09-07,Withdrawal,,,37876.81
10006,85,10,69.0,2020-02-12,Buy,86.9583,79.51,6914.05
10007,85,10,30.0,2020-07-09,Buy,47.3851,200.39,9495.5
10008,85,10,451.0,2023-11-12,Dividend,162.8356,32.59,5306.81
10009,85,10,278.0,2020-03-08,Buy,401.8535,324.86,130546.13
10010,85,10,388.0,2023-03-20,Buy,126.2545,294.44,37174.37
10011,85,10,,2024-07-30,Deposit,,,46922.13
10012,85,10,30.0,2020-02-13,Dividend,93.6124,380.45,35614.84
10013,85,10,92.0,2023-08-10,Buy,190.6908,178.53,34044.03
10014,85,10,,2024-10-11,Deposit,,,5914.56
10015,85,10,401.0,2023-05-23,Buy,475.7497,398.51,189591.01
10016,85,10,,2020-11-11,Deposit,,,24476.54
10017,85,10,,2020-04-11,Deposit,,,6676.04
10018,85,10,122.0,2022-12-02,Sell,91.2258,296.65,27062.13
10019,85,10,112.0,2021-01-16,Sell,3.008,59.27,178.28
10020,85,10,,2021-07-18,Deposit,,,3932.72
10021,85,10,,2020-03-01,Withdrawal,,,78842.1
10022,85,10,393.0,2022-03-07,Buy,203.2101,163.25,33174.05
10023,85,10,267.0,2022-05-18,Sell,172.4484,95.25,16425.71
10024,85,10,,2020-10-25,Deposit,,,24088.93
10025,85,10,393.0,2020-07-28,Dividend,378.5987,456.38,172784.87
10026,85,10,69.0,2020-11-28,Sell,135.6721,263.73,35780.8
10027,85,10,388.0,2020-05-14,Buy,256.5693,299.52,76847.64
10028,85,10,278.0,2023-03-31,Buy,147.0187,220.99,32489.66
10029,85,10,,2023-06-06,Deposit,,,94990.59
10030,85,10,451.0,2023-10-10,Sell,464.3121,340.23,157972.91
10031,85,10,69.0,2024-02-02,Dividend,228.5136,332.21,75914.5
10032,85,10,92.0,2022-12-09,Buy,362.2703,257.21,93179.54
10033,85,10,,2023-03-05,Advisory Fee,,,246.5
10034,85,10,112.0,2024-03-12,Sell,196.8407,448.36,88255.5
10035,85,10,,2023-09-14,Withdrawal,,,37340.69
10036,85,10,122.0,2020-10-14,Buy,241.799,410.74,99316.52
10037,85,10,,2024-08-06,Deposit,,,98132.09
10038,85,10,87.0,2023-12-01,Sell,476.8872,127.85,60970.03
10039,85,10,273.0,2023-01-17,Buy,379.7708,221.6,84157.21
10040,85,10,,2020-07-24,Advisory Fee,,,184.87
10041,85,10,278.0,2024-04-01,Sell,265.2749,329.87,87506.23
10042,85,10,,2021-02-13,Deposit,,,4243.18
10043,85,10,,2022-05-27,Advisory Fee,,,205.16
10044,85,10,,2020-10-18,Withdrawal,,,28379.99
10045,85,10,92.0,2024-08-06,Buy,127.7219,434.18,55454.29
10046,85,10,87.0,2020-03-17,Buy,88.3858,269.46,23816.44
10047,85,10,,2020-04-11,Deposit,,,25262.12
10048,85,10,112.0,2022-10-18,Buy,60.2483,441.26,26585.16
10049,85,10,,2024-06-03,Deposit,,,5162.36
10050,85,10,,2022-07-21,Deposit,,,1388.05
10051,85,10,,2023-04-06,Advisory Fee,,,124.56
10052,85,10,,2022-03-22,Deposit,,,79888.97
10053,85,10,,2021-05-25,Withdrawal,,,33143.02
10054,85,10,268.0,2022-04-09,Dividend,272.1322,131.74,35850.7
10055,85,10,,2020-04-08,Withdrawal,,,89844.14
10056,85,10,,2021-06-06,Advisory Fee,,,97.56
10057,85,10,393.0,2022-10-18,Dividend,366.6296,320.55,117523.12
10058,85,10,221.0,2022-06-15,Dividend,69.6514,340.19,23694.71
10059,85,10,329.0,2022-09-15,Dividend,485.0549,173.28,84050.31
10060,85,10,,2024-06-11,Withdrawal,,,69621.82
10061,85,10,69.0,2023-12-12,Dividend,209.1793,433.95,90773.36
10062,85,10,329.0,2024-06-14,Buy,379.5934,83.71,31775.76
10063,85,10,267.0,2024-08-31,Buy,380.246,34.74,13209.75
10064,85,10,87.0,2020-04-23,Buy,47.0707,338.96,15955.08
10065,85,10,,2020-12-19,Deposit,,,81657.18
10066,85,10,87.0,2020-10-16,Dividend,107.5511,410.31,44129.29
10067,85,10,,2023-04-20,Deposit,,,19238.27
10068,85,10,78.0,2024-02-25,Dividend,46.6039,87.3,4068.52
10069,85,10,69.0,2023-09-26,Buy,177.0647,442.8,78404.25
10070,85,10,,2020-02-17,Deposit,,,75078.36
10071,85,10,87.0,2020-05-24,Sell,254.5589,54.8,13949.83
10072,85,10,451.0,2024-12-25,Buy,403.4721,20.75,8372.05
10073,85,10,,2022-02-08,Deposit,,,61683.47
10074,85,10,,2022-11-19,Withdrawal,,,605.21
10075,85,10,,2020-04-06,Withdrawal,,,38501.76
10076,85,10,401.0,2021-06-15,Dividend,490.4106,358.98,176047.6
10077,85,10,,2022-01-29,Deposit,,,51082.11
